894	721	810	649	618	708	376	89	628	744
141	498	951	124	427	981	73	552	163	679
724	579	675	656	877	452	690	384	710	27
494	599	363	900	929	282	372	963	840	167
49	348	652	242	351	381	966	180	114	867
944	598	549	600	966	380	402	478	855	966
547	844	68	199	885	474	111	655	340	743
158	886	514	801	793	242	578	5	93	130
22	319	982	468	491	282	942	210	570	817
70	616	555	329	607	424	379	911	411	158
515	452	848	488	970	159	693	7	147	934
657	71	656	221	49	425	683	359	46	685
185	858	585	113	755	135	431	660	218	355
401	575	823	382	133	145	822	974	774	79
694	493	615	324	23	366	807	343	473	351
50	956	942	529	898	160	799	440	725	136
873	197	412	657	404	357	782	610	535	138
368	289	316	525	114	790	678	451	13	971
36	165	37	798	305	411	592	722	468	502
329	122	799	787	40	492	92	442	752	507
158	82	587	692	607	592	46	878	381	186
81	124	151	350	506	76	218	434	574	33
490	250	492	995	408	786	886	336	311	548
405	743	206	873	765	22	746	27	245	904
44	428	264	882	81	121	946	986	795	562
569	646	501	620	183	26	49	451	316	951
647	917	787	693	262	634	194	783	584	939
32	91	207	480	853	952	448	224	754	658
494	100	500	867	577	501	185	580	169	993
341	975	649	461	471	714	607	192	800	777
599	795	164	936	632	409	105	130	131	155
775	979	278	333	839	977	307	664	304	497
946	94	689	41	10	577	623	555	628	395
513	42	966	387	10	202	853	941	521	931
510	703	657	819	527	719	729	37	396	105
130	987	651	564	132	612	781	109	895	972
399	819	170	574	26	184	948	650	777	335
561	489	591	961	197	184	87	38	343	984
582	417	644	199	263	135	673	761	873	536
137	563	526	582	700	947	126	758	803	389
774	340	261	341	422	922	139	420	536	722
403	952	672	849	520	507	139	465	995	181
217	146	513	681	487	828	853	453	676	17
58	621	248	853	924	616	934	345	15	14
481	714	252	355	764	80	648	651	582	766
740	710	858	738	65	326	53	240	710	480
198	259	893	595	114	793	444	8	738	681
451	25	463	328	292	227	407	212	232	948
994	625	938	769	538	258	382	232	319	603
541	380	763	732	658	544	895	648	340	86
913	692	189	82	236	369	800	185	899	257
558	413	220	78	416	238	369	74	943	805
618	315	866	969	451	166	749	51	34	595
346	700	693	957	921	274	93	744	588	533
911	451	533	366	500	60	350	886	35	421
29	874	13	672	30	64	423	878	620	75
870	468	598	971	372	564	879	199	749	404
899	584	743	697	15	586	333	135	868	762
773	647	831	988	309	295	834	247	557	33
923	906	167	654	901	900	370	541	986	451
986	760	154	700	639	593	169	176	513	985
945	70	649	332	351	37	593	12	9	182
423	938	955	139	778	759	589	697	117	41
7	993	970	554	810	776	831	864	272	570
982	122	787	758	352	759	319	882	659	975
358	421	726	497	213	849	281	360	959	716
907	808	324	112	699	319	696	197	967	274
527	466	508	701	719	391	817	498	623	870
896	621	210	328	104	305	633	552	543	390
253	481	103	702	442	617	604	842	254	665
688	861	882	25	226	677	663	708	66	172
676	748	269	929	999	935	568	231	246	656
815	690	593	864	406	581	13	738	883	508
149	852	667	281	879	462	475	395	29	756
605	893	547	416	788	808	371	70	15	123
188	893	240	171	36	405	710	542	881	644
728	163	465	429	758	623	135	851	426	236
60	510	306	644	706	782	793	703	539	230
619	423	750	142	651	99	576	708	924	583
262	578	896	587	377	886	74	402	416	142
280	555	580	571	302	883	702	453	361	689
359	534	510	378	49	430	78	771	278	214
786	307	905	458	193	163	709	117	483	650
837	590	152	774	551	201	354	812	740	701
710	921	538	355	65	802	964	340	6	868
699	153	447	514	704	349	530	91	396	431
53	899	612	541	444	115	977	4	494	35
607	974	782	212	700	802	85	602	298	319
695	248	67	680	153	918	46	203	783	284
951	400	644	510	596	903	178	709	941	820
993	950	12	955	60	527	209	287	432	869
78	624	713	213	438	796	734	99	854	910
120	117	32	825	460	580	2	667	567	294
592	739	769	538	490	225	33	299	355	720
714	815	411	947	347	693	207	868	552	142
550	742	917	674	566	461	736	603	416	355
161	22	959	87	681	658	673	508	575	491
107	109	520	324	263	904	32	623	930	780
909	908	696	793	680	624	198	694	723	635
873	719	592	820	431	14	90	521	439	204


