3598	6734	5982	5887	6823	9386	4056	8877	1135	4261
9211	2953	6560	5004	3582	5284	8841	3135	758	5751
4060	9660	8232	4256	9566	6885	4173	3784	6933	7978
8008	3713	5390	3153	9015	3529	4947	2482	6002	2017
408	4910	6825	618	6420	2357	7520	9293	9777	1007
9070	329	4334	5845	2894	6675	4260	4184	793	1136
254	79	242	3676	2542	2831	4325	7456	2491	7303
1681	8275	8733	1870	8607	2562	6381	6414	9142	2429
5985	8469	4451	6486	8414	7291	9279	475	9345	3976
8462	4748	4909	5458	9732	2016	3963	5699	9112	5361
6667	6079	7688	7470	6189	1835	5001	234	6910	2977
9141	5757	5469	6146	6206	8462	9491	6953	9138	2133
9576	3916	8472	6754	6926	6994	6995	269	365	1741
5695	4992	5067	8723	7436	2507	9542	2366	9964	8328
999	6742	1286	9831	4698	7322	2526	3839	3289	5457
8012	4649	159	7752	3947	7504	9790	3911	8893	4328
3559	4877	8416	5348	2069	2894	748	6264	1125	7243
6534	814	8955	4784	2120	4271	2825	478	3454	935
7655	4976	8016	8040	898	8192	8959	488	5379	696
8889	5060	7980	9331	7899	8230	8574	1731	2752	3386
8579	7532	3330	3769	3794	519	1023	7547	7256	5424
9819	8253	8545	7160	8	7419	7813	2682	8764	9793
3443	6464	576	5006	9543	5446	5466	7813	7061	4630
9274	3230	4298	5769	9915	243	2566	8295	8202	1394
6413	9498	2719	4979	5641	2311	4007	4918	944	3142
268	4545	3727	7934	8948	9551	4118	4743	8807	7876
5864	9580	2103	2646	9711	4327	4522	2216	1657	5181
5656	245	4960	961	1248	2411	4643	4893	7032	2339
6673	3884	5427	981	4525	3506	4174	6418	6158	8617
3871	6606	649	3865	590	1484	674	7199	8081	4015
8547	4268	6297	4381	2685	9932	1604	6023	1353	8328
6718	9905	5091	5695	4588	3986	3167	6983	6101	6162
4736	5523	4641	7540	297	6114	4196	1957	3211	2949
4118	5362	9866	9298	4243	4374	6843	1778	3864	3738
5889	2572	2735	2798	5432	5265	1997	2414	5581	8515
4489	5979	89	606	7202	3109	3524	7681	2017	4760
205	6417	2328	4078	7789	1953	245	3531	7252	9300
8436	8199	8954	5162	8633	50	4225	6670	3265	7212
6636	5240	6917	3118	6333	3137	6384	5329	1178	9532
721	6064	8318	2089	1850	9338	8309	5902	6772	554
9899	2797	1560	6148	1220	9016	7197	6471	1879	5845
2760	5154	2983	3329	596	2639	2022	1983	884	7394
4128	4020	6048	4210	9623	8697	8723	1444	1551	6373
885	9298	1577	7269	1630	5000	5903	6245	1441	434
2308	7090	2937	933	9470	7102	8409	9340	7218	3220
3790	7517	4889	2299	1705	6752	7128	789	8644	3048
